X,genus,X,species,subttype,subtaxa,native_status,rarity_status,invasive_status
,Prunus,,pensylvanica,,,N,,
,Prunus,,pumila,,,N,,
,Prunus,,pumila,var.,besseyi,N,,
,Prunus,,pumila,var.,pumila,N,,
,Prunus,,serotina,,,N,,
,Prunus,,susquehanae,,,N,,
,Prunus,,virginiana,,,N,,
,Rosa,,acicularis,subsp.,sayi,N,,
,Rosa,,arkansana,,,N,,
,Rosa,,blanda,,,N,,
,Rosa,X,dulcissima,,,N,,
,Rosa,,woodsii,var.,woodsii,N,,
,Rubus,,ablatus,,,N,,
,Rubus,,acridens,,,N,,
,Rubus,,allegheniensis,,,N,,
,Rubus,,alumnus,,,N,,
,Rubus,,arcticus,subsp.,acaulis,N,,
,Rubus,,canadensis,,,N,,
,Rubus,,chamaemorus,,,N,T,
,Rubus,,dissensus,,,N,,
,Rubus,,ferrofluvius,,,N,,
,Rubus,,flagellaris,,,N,,
,Rubus,,frondosus,,,N,,
,Rubus,,fulleri,,,N,T,
,Rubus,,groutianus,,,N,,
,Rubus,,hispidus,,,U,,
,Rubus,,idaeus,var.,strigosus,N,,
,Rubus,,ithacanus,,,N,,
,Rubus,,missouricus,,,N,E,
,Rubus,,multifer,,,N,SC,
,Rubus,X,neglectus,,,N,,
,Rubus,,occidentalis,,,N,,
,Rubus,,parviflorus,,,N,,
,Rubus,,plicatifolius,,,N,,
,Rubus,,pubescens,,,N,,
,Rubus,,quaesitus,,,N,SC,
,Rubus,,recurvans,,,N,,
,Rubus,,regionalis,,,N,,
,Rubus,,rosa,,,N,,
,Rubus,,satis,,,N,,
,Rubus,,semisetosus,,,N,T,
,Rubus,,steelei,,,N,,
,Rubus,,stipulatus,,,N,E,
,Rubus,,superioris,,,N,,
,Rubus,,uniformis,,,N,,
,Rubus,,vermontanus,,,N,SC,
,Rubus,,wheeleri,,,N,W,
,Rubus,,wisconsinensis,,,N,,
,Sibbaldiopsis,,tridentata,,,N,,
,Sorbus,,americana,,,N,,
,Sorbus,,aucuparia,,,I,,
,Sorbus,,decora,,,N,,
,Spiraea,,alba,,,N,,
,Spiraea,,alba,var.,alba,N,,
,Spiraea,,alba,var.,latifolia,N,,
,Spiraea,,tomentosa,var.,rosea,N,,
,Waldsteinia,,fragarioides,,,N,SC,
,Cephalanthus,,occidentalis,,,N,,
,Galium,,aparine,,,N,,
,Galium,,asprellum,,,N,,
,Galium,,boreale,,,N,,
,Galium,,circaezans,var.,hypomalacum,N,W,
,Galium,,concinnum,,,N,,
,Galium,,labradoricum,,,N,,
,Galium,,mollugo,,,I,,
,Galium,,obtusum,subsp.,obtusum,N,,
,Galium,,tinctorium,var.,tinctorium,N,,
,Galium,,trifidum,subsp.,trifidum,N,,
,Galium,,triflorum,,,N,,
,Galium,,verum,,,I,,
,Hedyotis,,longifolia,,,N,,
,Mitchella,,repens,,,N,,
,Ruppia,,cirrhosa,,,N,SC,
,Zanthoxylum,,americanum,,,N,,
,Populus,,alba,,,I,,
,Populus,,balsamifera,,,N,,
,Populus,,deltoides,subsp.,monilifera,N,,
,Populus,,grandidentata,,,N,,
,Populus,X,jackii,,,N,,
,Populus,,tremuloides,,,N,,
,Salix,,amygdaloides,,,N,,
,Salix,,bebbiana,,,N,,
,Salix,,candida,,,N,,
,Salix,,discolor,,,N,,
,Salix,,eriocephala,,,N,,
,Salix,,famelica,,,N,,
,Salix,,fragilis,,,I,,
,Salix,,humilis,,,N,,
,Salix,,humilis,var.,humilis,N,,
,Salix,,humilis,var.,tristis,N,,
,Salix,,interior,,,N,,
,Salix,,lucida,,,N,,
,Salix,,maccalliana,,,N,SC,
,Salix,,nigra,,,N,,
,Salix,,pedicellaris,,,N,,
,Salix,,pellita,,,N,T,
,Salix,,pentandra,,,I,,
,Salix,,petiolaris,,,N,,
,Salix,,planifolia,,,N,,
,Salix,,pseudomonticola,,,N,SC,
,Salix,,pyrifolia,,,N,,
,Salix,X,rubens,,,I,,
,Salix,,sericea,,,N,,
,Salix,,serissima,,,N,,
,Comandra,,umbellata,,,N,,
,Comandra,,umbellata,var.,pallida,N,,
,Comandra,,umbellata,subsp.,umbellata,N,,
,Geocaulon,,lividum,,,N,,
,Sarracenia,,purpurea,subsp.,purpurea,N,,
,Chrysosplenium,,americanum,,,N,,
,Chrysosplenium,,iowense,,,N,E,
,Heuchera,,richardsonii,,,N,,
,Micranthes,,pensylvanica,,,N,,
,Micranthes,,virginiensis,,,N,,
,Mitella,,diphylla,,,N,,
,Mitella,,nuda,,,N,,
,Parnassia,,glauca,,,N,,
,Parnassia,,palustris,,,N,,
,Penthorum,,sedoides,,,N,,
,Saxifraga,,cernua,,,N,E,
,Saxifraga,,paniculata,,,N,SC,
,Sullivantia,,sullivantii,,,N,T,
,Scheuchzeria,,palustris,,,N,,
,Aureolaria,,grandiflora,var.,pulchra,N,H,
,Aureolaria,,pedicularia,,,N,T,
,Bacopa,,rotundifolia,,,N,T,
,Besseya,,bullii,,,N,T,
,Castilleja,,coccinea,,,N,,
,Castilleja,,septentrionalis,,,N,E,
,Castilleja,,sessiliflora,,,N,,
,Chaenorrhinum,,minus,,,I,,
,Chelone,,glabra,,,N,,
,Chelone,,obliqua,,,N,,
,Digitalis,,grandiflora,,,I,,
,Digitalis,,lanata,,,I,,SN
,Euphrasia,,hudsoniana,var.,ramosior,N,SC,
,Euphrasia,,officinalis,,,I,W,
,Gratiola,,neglecta,,,N,,
,Limosella,,aquatica,,,N,SC,
,Linaria,,dalmatica,,,I,,
,Linaria,,vulgaris,,,I,,
,Lindernia,,dubia,,,N,,
,Lindernia,,dubia,var.,anagallidea,N,,
,Lindernia,,dubia,var.,dubia,N,,
,Melampyrum,,lineare,,,N,,
,Melampyrum,,lineare,var.,americanum,N,,
,Melampyrum,,lineare,var.,lineare,N,,
,Mimulus,,glabratus,var.,fremontii,N,,
,Mimulus,,ringens,var.,ringens,N,,
,Nuttallanthus,,canadensis,,,N,SC,
,Orthocarpus,,luteus,,,N,,
,Pedicularis,,canadensis,,,N,,
,Pedicularis,,lanceolata,,,N,,
,Penstemon,,albidus,,,N,,
,Penstemon,,digitalis,,,U,W,
,Penstemon,,gracilis,,,N,,
,Penstemon,,grandiflorus,,,N,,
,Penstemon,,pallidus,,,N,W,
,Scrophularia,,lanceolata,,,N,,
,Scrophularia,,marilandica,,,N,,
,Verbascum,,blattaria,,,I,,
,Verbascum,,thapsus,,,I,,
,Veronicastrum,,virginicum,,,N,,
,Selaginella,,rupestris,,,N,,
,Selaginella,,selaginoides,,,N,E,
,Smilax,,ecirrhata,,,N,,
,Smilax,,herbacea,,,N,,
,Smilax,,illinoensis,,,N,,
,Smilax,,lasioneura,,,N,,
,Smilax,,tamnoides,,,N,,
,Datura,,stramonium,,,I,,
,Datura,,wrightii,,,I,,
,Leucophysalis,,grandiflora,,,N,,
,Lycium,,barbarum,,,I,,
,Physalis,,heterophylla,var.,heterophylla,N,,
,Physalis,,pubescens,var.,grisea,I,,
,Physalis,,virginiana,,,N,,
,Solanum,,carolinense,,,I,,RS
,Solanum,,dulcamara,,,I,,
,Solanum,,nigrum,var.,virginicum,N,,
,Solanum,,rostratum,,,N,,
,Solanum,,triflorum,,,I,,
,Sparganium,,americanum,,,N,,
,Sparganium,,androcladum,,,N,,
,Sparganium,,angustifolium,,,N,,
,Sparganium,,emersum,,,N,,
,Sparganium,,eurycarpum,,,N,,
,Sparganium,,fluctuans,,,N,,
,Sparganium,,glomeratum,,,N,,
,Sparganium,,natans,,,N,,
,Staphylea,,trifolia,,,N,,
,Taxus,,canadensis,,,N,,
,Phegopteris,,connectilis,,,N,,
,Phegopteris,,hexagonoptera,,,N,E,
,Thelypteris,,palustris,var.,pubescens,N,,
,Dirca,,palustris,,,N,,
,Tilia,,americana,,,N,,
,Typha,,angustifolia,,,I,,
,Typha,X,glauca,,,I,,
,Typha,,latifolia,,,N,,
,Celtis,,occidentalis,,,N,,
,Ulmus,,americana,,,N,,
,Ulmus,,pumila,,,I,,
,Ulmus,,rubra,,,N,,
,Ulmus,,thomasii,,,N,,
,Boehmeria,,cylindrica,,,N,,
,Laportea,,canadensis,,,N,,
,Parietaria,,pensylvanica,,,N,,
,Pilea,,fontana,,,N,,
,Pilea,,pumila,,,N,,
,Urtica,,dioica,subsp.,gracilis,I,,
,Valeriana,,edulis,var.,ciliata,N,T,
,Valeriana,,officinalis,,,I,,
,Phryma,,leptostachya,,,N,,
,Phyla,,lanceolata,,,N,,
,Verbena,,bracteata,,,I,,
,Verbena,X,deamii,,,N,H,
,Verbena,,hastata,,,N,,
,Verbena,X,perriana,,,N,H,
,Verbena,,simplex,,,N,SC,
,Verbena,,stricta,,,N,,
,Verbena,,urticifolia,,,N,,
,Hybanthus,,concolor,,,N,E,
,Viola,,adunca,,,N,,
,Viola,,blanda,,,N,,
,Viola,,canadensis,var.,rugulosa,N,,
,Viola,,conspersa,,,N,,
,Viola,,cucullata,,,N,,
,Viola,,lanceolata,,,N,T,
,Viola,,macloskeyi,var.,pallens,N,,
,Viola,,nephrophylla,,,N,,
,Viola,,novae-angliae,,,N,,
,Viola,,nuttallii,,,N,T,
,Viola,,palmata,var.,pedatifida,N,,
,Viola,,pedata,,,N,,
,Viola,X,primulifolia,,,N,W,
,Viola,,pubescens,,,N,,
,Viola,,renifolia,,,N,,
,Viola,,sagittata,,,N,,
,Viola,,selkirkii,,,N,,
,Viola,,sororia,,,N,,
,Viola,,tricolor,,,I,,
,Arceuthobium,,pusillum,,,N,,
,Parthenocissus,,quinquefolia,,,N,,
,Parthenocissus,,vitacea,,,N,,
,Vitis,,aestivalis,var.,bicolor,N,T,
,Vitis,,riparia,,,N,,
,Xyris,,montana,,,N,SC,
,Xyris,,torta,,,N,E,
,Zannichellia,,palustris,,,N,,
,Tribulus,,terrestris,,,I,,
,Botrychium,,crenulatum,,,N,,
,Carex,,laxiculmis,var.,copulata,N,T,
,Centaurea,,jacea,,,I,,
,Leucospora,,multifida,,,N,,
,Rorippa,,sphaerocarpa,,,N,,
,Solidago,,lepida,var.,lepida,N,,
